brand,discount,mall,new_price,number_reviews,price,product,shop,tag
HP,,Mall,"₫17,590,000",No Ratings,,Laptop HP 240 G8 (518W3PA) i5-1135G7 | 4GB RAM | 512GB SSD | 14 FHD | Win 10 | Bạc,HP Authorized Store 1D,Traditional Laptops
No Brand,-30%,Non-Mall,"₫4,690,000",1 Ratings,"₫6,690,000",Laptop Dell Latitude E6520 Core i5 2520 /4G/ SSD 120G/ VGA HD/Màn 15.6inch - Hàng nhập khẩu,Laptop 86,Traditional Laptops
HP,-38%,Non-Mall,"₫5,590,000",63 Ratings,"₫9,000,000",[Trả góp 0%]Laptop game và đồ họa giá tốt- HP Pobook 6560B Core i5 2450M/ Ram 16G/ SSD 256G+ HDD 1TB/ VGA HD 3000/ Màn 15.6 inch/ Có Phím Số/ Vỏ nhôm / Dòng máy bền bỉ/ Loa to,LAPTOPGAME,Traditional Laptops
Dell,-12%,Non-Mall,"₫8,780,000",No Ratings,"₫10,000,000","Laptop máy trạm workstation Dell Precision M6600 Core i7-2720QM, 8gb Ram, 128gb SSD, vga Quadro Q3000M, màn 17.3inch Full HD",KHOA TUNG COMPUTER,Gaming Laptops
HP,,Mall,"₫18,190,000",No Ratings,,Laptop HP 240 G8 (3D3H7PA) i5-1135G7 | 8GB RAM | 512GB SSD | 14.0 FHD | BẠC | WIN 10,HP Authorized Store 1D,Traditional Laptops
Toshiba,,Non-Mall,"₫3,488,000",1 Ratings,,Laptop Toshiba Portege R731 siêu mỏng nhẹ - i5 2520 Ram 4G SSD 128G,TheLinhStore,Traditional Laptops
HP,-37%,Non-Mall,"₫7,600,000",1 Ratings,"₫12,000,000","HP EliteBook 840 G1 (i5-4300U 8G, 256G, 14IN HD)",LAPTOPGAME,Traditional Laptops
No Brand,,Non-Mall,"₫1,499,999",12 Ratings,,laptop cũ,Phụ kiện laptopDN,Traditional Laptops
ACER,-6%,Non-Mall,"₫17,000,000",1 Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 SF314-42, Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, RAM 8G, SSD 512G, VGA AMD Vega 7, Màn 14 FullHD IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
Dell,-28%,Non-Mall,"₫7,190,000",6 Ratings,"₫10,000,000",[Trả góp 0%]Dell Latitude E5440 Core i7 4600U Core i5 4300U Ram 8g SSD 256G+HDD 500G  Dòng máy Doanh Nhân sang trọng thiết kế đẹp,LAPTOPGAME,Traditional Laptops
Dell,-12%,Non-Mall,"₫4,850,000",8 Ratings,"₫5,500,000",[Trả góp 0%]Laptop 2 trong 1 kiêm máy tính bảng Dell Venue 11pro 7140 Core M-5Y71 4gb Ram 128gb SSD 11inch Full HD,KHOA DUC COMPUTER,2-in-1s
HP,,Non-Mall,"₫27,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop HP Spectre X360 13-ap0013dx/  i7 8565U/ 8G/ SSD256/ Full HD/ TOUCH/ Xoay 360 độ/ Finer,Minh Mẫn Laptop,Traditional Laptops
HP,,Non-Mall,"₫12,990,000",No Ratings,,[Hàng Like New] Laptop HP Pavilion 15-CC137TX Core i5 -8250U/ Ram 8Gb/ SSD 256Gb/ Card đồ họa rời Nvidia GT940MX .,Việt Thanh OneShop,Gaming Laptops
HP,-11%,Non-Mall,"₫8,500,000",No Ratings,"₫9,500,000",Laptop máy trạm chuyên Game đồ họa HP 8560w i7 2720QM 8 nhân Ram 16G SSD 120G + HDD 750G Màn hình 15.6in FHD,PHUGIAPHATCOMPUTER,Traditional Laptops
Lenovo,,Non-Mall,"₫2,968,000",No Ratings,,Laptop 2 trong 1 Lenovo Miix 2 10 inch WIN 8.1 - SSD 64G Kèm phím zin,TheLinhStore,2-in-1s
ASUS,-12%,Non-Mall,"₫11,490,000",No Ratings,"₫13,000,000",[Mới 100%] ASUS VivoBook X413JA (I3-1005G1/4GB/128GB SSD/14.0 FHD IPS,LAPTOPGAME,Traditional Laptops
ASUS,-2%,Mall,"₫16,650,000",4 Ratings,"₫16,990,000",Laptop Asus Vivobook X415EA-EB640T (Core i5-1135G7/4GB RAM/512GB SSD/14.0-inch FHD/Win 10),ASUS Flagship Store,Traditional Laptops
Dell,-10%,Non-Mall,"₫19,790,000",1 Ratings,"₫22,000,000","[Mới 100% New Seal 2021] Dell Inspiron 15 5510 Core i5-11300H, 8GB, 256GB, Iris Xe Graphics, 15.6'' FHD IPS",LAPTOPGAME,Traditional Laptops
Dell,,Non-Mall,"₫12,900,000",No Ratings,,DELL XPS 13 9350 Core i7-6600u l i5-6300u l RAM 16GB l SSD 256GB l Màn 13 inch 3K Touch [BẢO HÀNH 3 - 12 THÁNG]  Mới 99%,Kho Macbook,Traditional Laptops
Microsoft,,Non-Mall,"₫3,788,000",No Ratings,,Laptop 2 trong 1 Surface Pro 1 màn 10 inch Full HD - i5 3317U ram 4G SSD 128G,TheLinhStore,2-in-1s
Lenovo,,Non-Mall,"₫5,430,000",11 Ratings,,Laptop Lenovo Thinkpad X240 i5-4300U Màn 12 inch nhỏ gọn siêu bền,Lap top Kiên Long,Traditional Laptops
Dell,,Non-Mall,"₫15,890,000",No Ratings,,[Siêu Phẩm - Sang Choảnh] Laptop Dell inspiron 7580 Core i5 8365U/ Ram 16Gb/ Card đồ họa rời Nvidia MX150 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
Dell,-17%,Non-Mall,"₫17,500,000",2 Ratings,"₫21,000,000",[Trả góp 0%]Dell Precision M5510 - tuyệt phẩm đồ họa siêu mỏng nhẹ - dòng siêu cao cấp hạng siêu sang utrabook víp,LAPTOPGAME,Gaming Laptops
HP,-38%,Non-Mall,"₫5,590,000",66 Ratings,"₫9,000,000",[Trả góp 0%]Laptop game+đồ họa -HP 6560B Core i5 2450M/ Ram 16G/ SSD 256G+ HDD 1TB/ Màn 15 inch Vỏ Nhôm) DÒNG MÁY BỀN BỈ CHẠY 24/24,LAPTOPGAME,Gaming Laptops
ASUS,-3%,Non-Mall,"₫1,698,000",43 Ratings,"₫1,748,000","Laptop 2 trong 1 ASUS Transformer Book T100TA - HDMI, Win 8.1 đầy đủ",TheLinhStore,2-in-1s
Dell,-12%,Non-Mall,"₫17,700,000",No Ratings,"₫20,000,000","(NEW 100%) Dell Inspiron 3501, Cảm Ứng, i5-1035G1, RAM 12G, SSD 256G, Intel UHD Graphics, Màn 15.6 Full HD",LaptopLC298,Traditional Laptops
ACER,-11%,Non-Mall,"₫16,100,000",No Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 (SF314-42), Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, VGA AMD Vega 7, Màn 14 FullHD IPS",LaptopLC298,Traditional Laptops
Dell,,Non-Mall,"₫24,000,000",No Ratings,,"Dell XPS 13 9305 (i5-1135G7, RAM 8GB, SSD 256GB, FHD)",ALO,Traditional Laptops
ASUS,,Non-Mall,"₫10,290,000",No Ratings,,"[Siêu Phẩm - Cao Cấp] Laptop Asus Zenbook UX303F Core i5 4210U/ Ram 8Gb/ SSD 512Gb/ siêu mỏng nhẹ , sang choảnh .",Việt Thanh OneShop,Traditional Laptops
Dell,,Non-Mall,"₫11,490,000",No Ratings,,[Trả góp 0%][ Siêu Khủng ] Dell Gaming 7466 Core i5 6300HQ/ Ram 16Gb/ Card đồ họa rời Nvidia GTX950M mạnh mẽ .,Việt Thanh OneShop,Gaming Laptops
Lenovo,-7%,Non-Mall,"₫18,500,000",No Ratings,"₫19,890,000",Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5-1135G7 | 8GB | 512GB SSD | Intel Iris Xe Graphics | 15.6' FHD | DOS),Hangchinhhieu Store,Traditional Laptops
OEM,,Non-Mall,"₫10,499,000",No Ratings,,[HCM]Laptop HP Elitbook 850 G3 Màn 15.6in,ThànhNhân Computer,Traditional Laptops
Dell,,Non-Mall,"₫13,590,000",No Ratings,,[Uy Tín - Chất Lượng] Dell inspiron 5468 Core i7 7500U/ Ram 16Gb/ Card đồ họa rời Radeon R7 M340 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
Samsung,,Non-Mall,"₫1,988,000",No Ratings,,Laptop 2 trong 1 Samsung XE500 màn 11.6 inch kèm bút - ram 2G 64G,TheLinhStore,2-in-1s
Dell,-2%,Non-Mall,"₫19,990,000",No Ratings,"₫20,500,000",[Mới 100%] Dell Inspiron 15 5510 Model 2021 ( CORE I5 11300H – RAM 8GB – SSD 256GB – 15.6INCH ),Thế Giới Số 365,Traditional Laptops
ASUS,,Mall,"₫7,990,000",10 Ratings,,Laptop ASUS E210KA-GJ031T (N4500/4GB RAM/128GB SSD/11.6-inch HD/WIN10),ASUS Flagship Store,Traditional Laptops
HP,-28%,Non-Mall,"₫6,500,000",No Ratings,"₫8,990,000",Laptop HP Elitebook 840 G3 màn hình 14. bàn phím kế số kế toán,Rẻ Thế À.,Traditional Laptops
Lenovo,,Non-Mall,"₫2,968,000",No Ratings,,Laptop 2 trong 1 Lenovo Miix 2 10 inch WIN 8.1 - SSD 64G Kèm phím zin,TheLinhStore,2-in-1s
No Brand,,Non-Mall,"₫1,499,999",12 Ratings,,laptop cũ,Phụ kiện laptopDN,Traditional Laptops
ACER,-6%,Non-Mall,"₫17,000,000",1 Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 SF314-42, Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, RAM 8G, SSD 512G, VGA AMD Vega 7, Màn 14 FullHD IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
HP,,Non-Mall,"₫12,990,000",No Ratings,,[Hàng Like New] Laptop HP Pavilion 15-CC137TX Core i5 -8250U/ Ram 8Gb/ SSD 256Gb/ Card đồ họa rời Nvidia GT940MX .,Việt Thanh OneShop,Gaming Laptops
Dell,,Non-Mall,"₫17,990,000",No Ratings,,Dell Inspiron 5402 i5-1135G7/ RAM 8GB/ SSD 512GB/ Intel Iris Xe Graphics/ 14 inch,No.1 Computer,Traditional Laptops
Dell,-12%,Non-Mall,"₫4,850,000",8 Ratings,"₫5,500,000",[Trả góp 0%]Laptop 2 trong 1 kiêm máy tính bảng Dell Venue 11pro 7140 Core M-5Y71 4gb Ram 128gb SSD 11inch Full HD,KHOA DUC COMPUTER,2-in-1s
Dell,-27%,Non-Mall,"₫13,800,000",5 Ratings,"₫19,000,000",[Trả góp 0%]Dell 7560 - siêu sang quá đẹp bản víp vga rời Core i7 7500U Core i5 7200Uram 16G ssd 128+hdd 500g VGA GT940MX  Màn 15.6IN FHD tràn Viền 1920*1080 IPS,LAPTOPGAME,Gaming Laptops
HP,-37%,Non-Mall,"₫7,600,000",1 Ratings,"₫12,000,000","HP EliteBook 840 G1 (i5-4300U 8G, 256G, 14IN HD)",LAPTOPGAME,Traditional Laptops
Microsoft,,Non-Mall,"₫3,788,000",No Ratings,,Laptop 2 trong 1 Surface Pro 1 màn 10 inch Full HD - i5 3317U ram 4G SSD 128G,TheLinhStore,2-in-1s
Laptop HP,,Non-Mall,"₫6,880,000",No Ratings,,"Llaptop nhập nguyên chiếc từ Úc]HP Elitebook 8470P/I7/8GB/128GB 95%, máy nguyên bản bao mượt",Mtbstore,Traditional Laptops
HP,-11%,Non-Mall,"₫8,500,000",No Ratings,"₫9,500,000",Laptop máy trạm chuyên Game đồ họa HP 8560w i7 2720QM 8 nhân Ram 16G SSD 120G + HDD 750G Màn hình 15.6in FHD,PHUGIAPHATCOMPUTER,Traditional Laptops
Dell,-12%,Non-Mall,"₫17,700,000",No Ratings,"₫20,000,000","(NEW 100%) Dell Inspiron 3501, Cảm Ứng, i5-1035G1, RAM 12G, SSD 256G, Intel UHD Graphics, Màn 15.6 Full HD",LaptopLC298,Traditional Laptops
Dell,,Non-Mall,"₫15,890,000",No Ratings,,[Siêu Phẩm - Sang Choảnh] Laptop Dell inspiron 7580 Core i5 8365U/ Ram 16Gb/ Card đồ họa rời Nvidia MX150 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
Lenovo,,Non-Mall,"₫5,430,000",11 Ratings,,Laptop Lenovo Thinkpad X240 i5-4300U Màn 12 inch nhỏ gọn siêu bền,Lap top Kiên Long,Traditional Laptops
HP,,Mall,"₫17,590,000",No Ratings,,Laptop HP 240 G8 (518W3PA) i5-1135G7 | 4GB RAM | 512GB SSD | 14 FHD | Win 10 | Bạc,HP Authorized Store 1D,Traditional Laptops
Dell,,Non-Mall,"₫11,490,000",No Ratings,,[Trả góp 0%][ Siêu Khủng ] Dell Gaming 7466 Core i5 6300HQ/ Ram 16Gb/ Card đồ họa rời Nvidia GTX950M mạnh mẽ .,Việt Thanh OneShop,Gaming Laptops
Laptop HP,,Non-Mall,"₫6,880,000",No Ratings,,"Llaptop nhập nguyên chiếc từ Úc]HP Elitebook 8470P/I7/8GB/128GB 95%, máy nguyên bản bao mượt",Mtbstore,Traditional Laptops
HP,-28%,Non-Mall,"₫6,500,000",No Ratings,"₫8,990,000",Laptop HP Elitebook 840 G3 màn hình 14. bàn phím kế số kế toán,Rẻ Thế À.,Traditional Laptops
Dell,,Non-Mall,"₫24,000,000",No Ratings,,"Dell XPS 13 9305 (i5-1135G7, RAM 8GB, SSD 256GB, FHD)",ALO,Traditional Laptops
ACER,-11%,Non-Mall,"₫16,100,000",No Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 (SF314-42), Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, VGA AMD Vega 7, Màn 14 FullHD IPS",LaptopLC298,Traditional Laptops
Dell,,Non-Mall,"₫12,900,000",No Ratings,,DELL XPS 13 9350 Core i7-6600u l i5-6300u l RAM 16GB l SSD 256GB l Màn 13 inch 3K Touch [BẢO HÀNH 3 - 12 THÁNG]  Mới 99%,Kho Macbook,Traditional Laptops
Dell,-16%,Non-Mall,"₫12,600,000",6 Ratings,"₫15,000,000","[Trả góp 0%]Dell 7557 -máy khủng game Core i5-4210H, ram 16g ssd 256+hdd 1tb VGA GTX 960M màn 15.6″ FHD 1080 ) Máy chơi game hạng năng",LAPTOPGAME,Gaming Laptops
ASUS,,Non-Mall,"₫10,290,000",No Ratings,,"[Siêu Phẩm - Cao Cấp] Laptop Asus Zenbook UX303F Core i5 4210U/ Ram 8Gb/ SSD 512Gb/ siêu mỏng nhẹ , sang choảnh .",Việt Thanh OneShop,Traditional Laptops
Dell,-2%,Non-Mall,"₫19,990,000",No Ratings,"₫20,500,000",[Mới 100%] Dell Inspiron 15 5510 Model 2021 ( CORE I5 11300H – RAM 8GB – SSD 256GB – 15.6INCH ),Thế Giới Số 365,Traditional Laptops
Lenovo,-7%,Non-Mall,"₫18,500,000",No Ratings,"₫19,890,000",Laptop Lenovo ThinkBook 15 G2 ITL (20VE006WVN) (i5-1135G7 | 8GB | 512GB SSD | Intel Iris Xe Graphics | 15.6' FHD | DOS),Hangchinhhieu Store,Traditional Laptops
Samsung,,Non-Mall,"₫1,988,000",No Ratings,,Laptop 2 trong 1 Samsung XE500 màn 11.6 inch kèm bút - ram 2G 64G,TheLinhStore,2-in-1s
Dell,,Non-Mall,"₫17,990,000",No Ratings,,Dell Inspiron 5402 i5-1135G7/ RAM 8GB/ SSD 512GB/ Intel Iris Xe Graphics/ 14 inch,No.1 Computer,Traditional Laptops
Dell,-25%,Non-Mall,"₫15,590,000",No Ratings,"₫20,657,000","[Freeship] Laptop Dell Inspiron 3511A 15.6inch FHD (P112F001ABL)/Core i3-1115G4/ RAm 4GB DDR4/ 256GB SSD/ Win 10/ 1Yr/ Black -AI Tech Store- AI97 Hàng Chính Hãng, Thiết Kế Mỏng Nhẹ, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
HP,,Non-Mall,"₫27,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop HP Spectre X360 13-ap0013dx/  i7 8565U/ 8G/ SSD256/ Full HD/ TOUCH/ Xoay 360 độ/ Finer,Minh Mẫn Laptop,Traditional Laptops
ACER,,Non-Mall,"₫18,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop Gaming Acer Nitro 5 AN515-52 i7 8750HQ 8G SSD128+1000G Vga GTX1050TI 4G Full HD Đèn phím Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
Lenovo,-13%,Non-Mall,"₫13,100,000",No Ratings,"₫15,000,000","Lenovo Thinkpad X1 Carbon Gen4, Mỏng Nhẹ, Màn Siêu Nét, Bảo Mật Vân Tay, i5-6300U, RAM 8G, SSD 256G, VGA Intel HD 520, Màn 14 QHD 2.5K IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
Dell,,Non-Mall,"₫18,500,000",No Ratings,,"[Mới 100%] Dell Inspiron 14 5405 ( Ryzen R5-4500U, RAM 8G, SSD 512G, VGA AMD Vega 6, màn 14 Full HD, IPS)",Thế Giới Số 365,Traditional Laptops
Dell,-7%,Non-Mall,"₫9,300,000",3 Ratings,"₫10,000,000",[Trả góp 0%]Laptop máy trạm Dell Precision M4700 Core i7-3740QM / 8gb Ram / 128gb SSD / VGA Quadro K1000M / 15.6 Full HD,KHOA DUC COMPUTER,Gaming Laptops
Dell E7440,-16%,Non-Mall,"₫6,299,000",No Ratings,"₫7,500,000",Laptop dell 7240 i5 ram 8gb ssd 128gb chơi game và học tập thỏa thích good 100% zin all,Ntech Electronic,2-in-1s
Dell,,Non-Mall,"₫1,289,981",No Ratings,,Laptop giá rẻ. Laptop cũ. laptop DELL Vostro 1400,NamThanhShopTH,Traditional Laptops
No Brand,-36%,Non-Mall,"₫4,490,000",No Ratings,"₫6,990,000",Laptop Dell Latitude E6520 i5/Ram 4G/HDD 250G /VGAHD/ Màn 15.6inch - Tặng Túi + Chuột Không Dây,Laptop 86,Traditional Laptops
ASUS,,Non-Mall,"₫7,990,000",No Ratings,,Laptop Asus X507/ N5000/ 4G/ SSD128 -500G/ 15in/ Viền Mỏng/ Win 10/ Giá rẻ,Minh Mẫn Laptop,Traditional Laptops
ASUS,-12%,Non-Mall,"₫19,399,000",No Ratings,"₫22,000,000","(MỚI 100%) Asus Zenbook 14 Q408UG, Lập Trình Đồ Họa Siêu Mạnh, Chip 12 Luồng, Card Rời, Ryzen R5-5500U, RAM 8G, SSD 256G, VGA NVIDIA MX450-2G, Màn 14 FullHD IPS, 100% sRGB",Trí Cường Mobile,Traditional Laptops
Lenovo,-7%,Non-Mall,"₫19,500,000",No Ratings,"₫21,000,000","(NEW SEAL 100%) Lenovo Ideapad Slim 5 15ITL05, Ultrabook Vỏ Nhôm, Màn Cảm Ứng, Có Phím Số, i5-1135G7, RAM 8G, SSD 512G , VGA Intel Iris Xe G7, Màn 15.6 FullHD IPS, Touch",LaptopLC298,Traditional Laptops
HP,,Non-Mall,"₫10,000,000",No Ratings,,Laptop Hp Probook 450 G3 Core i5 6200U | Hàng Đẹp Như Mới Bảo Hành 12 Tháng,Phương Tín Computer,Traditional Laptops
Lenovo,-24%,Non-Mall,"₫6,200,000",No Ratings,"₫8,200,000","Laptop Lenovo Thinkpad X250 (i3- 5010U, 8G, 256G, 12.5IN HD)",LAPTOPGAME,Traditional Laptops
Dell,-8%,Mall,"₫17,500,000",13 Ratings,"₫18,990,000",Laptop Dell Vostro 3400 14 inches FHD (Intel / i5-1135G7 / 8GB / 256GB SSD / Office HS19 / McAfee MDS / Win 10 Home SL) l Black l P132G003 (70253900) l HÀNG CHÍNH HÃNG,DELL Official Retail Store,Traditional Laptops
Apple,-8%,Mall,"₫32,990,000",298 Ratings,"₫35,990,000",[DELIVERY FROM 11.11 - 15.12] MacBook Air 13.3 inches M1 Chipset (8GB / 16GB - 256GB / 512GB) - Genuine Product,Apple Flagship Store,Traditional Laptops
Dell,,Mall,"₫15,690,000",2 Ratings,,Laptop Dell Vostro 3400 14 inches FHD (Intel / i3-1115G4 / 8GB / 256GB SSD / OfficeHS19 / McAfeeMDS / Win 10 Home SL) l Black l P132G003 (70253899) l HÀNG CHÍNH HÃNG,DELL Official Retail Store,Traditional Laptops
HP,-28%,Non-Mall,"₫6,500,000",No Ratings,"₫8,990,000",Laptop HP Elitebook 840 G3 màn hình 14. bàn phím kế số kế toán,Rẻ Thế À.,Traditional Laptops
ASUS,-3%,Non-Mall,"₫41,590,000",No Ratings,"₫42,990,000",Laptop ASUS ROG Strix G15 G513QM-HQ283T (R9-5900HX | 16GB | 512GB | GeForce RTX™ 3060 6GB | 15.6' WQHD 165Hz | Win 10),Hangchinhhieu Store,Gaming Laptops
Microsoft,,Non-Mall,"₫13,950,000",No Ratings,,SURFACE PRO 5 ( PRO 2017 ) | CORE I5 / RAM 4GB / SSD 128GB,Laptop secondhand uy tín,Traditional Laptops
HP,-3%,Non-Mall,"₫13,500,000",No Ratings,"₫13,900,000",Laptop HP 840 G4 i7 cảm ứng đa điểm core i7 7600U ram 8gb ssd 240GB 14 inch Full HD,Cuong Phat Computer,Traditional Laptops
Dell,-25%,Non-Mall,"₫20,590,000",No Ratings,"₫27,287,000","[Freeship] Laptop Dell Inspiron 15 3505 15.6inch FHD (Y1N1T5)/ Đen/ AMD Ryzen 5 - 3500U/ RAM 8GB DDR4/ 512GB SSD/ 3Cell/ Win 10/ 1Yr -AI Tech Store- AI96 Hàng Chính Hãng, Cấu Hình Ổn Định Dùng Cho Văn Phòng, Thiết Kế Đồ Họa, Gaming",AI Tech Store,Traditional Laptops
HP,,Non-Mall,"₫11,500,000",No Ratings,,Laptop HP 820 g3 i7 6600 ram 8gb ssd 256gb 12.5 inch cảm ứng vỏ nhôm nguyên zin giá rẻ,Cuong Phat Computer,Traditional Laptops
Dell,-7%,Non-Mall,"₫18,990,000",No Ratings,"₫20,490,000",Dell Inspiron 3511 I5 1135G7 8GB 256SS 15.6FHD W10 Black,COMPUMAX HCM,Gaming Laptops
Lenovo,,Non-Mall,"₫2,968,000",No Ratings,,Laptop 2 trong 1 Lenovo Miix 2 10 inch WIN 8.1 - SSD 64G Kèm phím zin,TheLinhStore,2-in-1s
Dell,-12%,Non-Mall,"₫4,850,000",8 Ratings,"₫5,500,000",[Trả góp 0%]Laptop 2 trong 1 kiêm máy tính bảng Dell Venue 11pro 7140 Core M-5Y71 4gb Ram 128gb SSD 11inch Full HD,KHOA DUC COMPUTER,2-in-1s
Dell,,Non-Mall,"₫4,880,000",No Ratings,,"Laptop Dell Latitude E7240 Chip i3- 4010U, i5- 4200U, ram 8gb/ ssd128  tặng túi đựng, chuột quang, bàn di chuột",NTS Market,Traditional Laptops
No Brand,,Non-Mall,"₫1,500,000",7 Ratings,,laptop core 2 giá rẻ phục vụ học online văn phòng giải trí...,h2luan LPC,Traditional Laptops
HP,,Non-Mall,"₫27,900,000",No Ratings,,[HCM][Trả góp 0%]Laptop HP Spectre X360 13-ap0013dx/  i7 8565U/ 8G/ SSD256/ Full HD/ TOUCH/ Xoay 360 độ/ Finer,Minh Mẫn Laptop,Traditional Laptops
ACER,-6%,Non-Mall,"₫17,000,000",1 Ratings,"₫18,000,000","(NEW 100%) Acer Swift 3 2020 SF314-42, Ultrabook Đa Nhiệm, Lập Trình Siêu Mạnh, Pin Khủng, Ryzen R7-4700U, RAM 8G, SSD 512G, VGA AMD Vega 7, Màn 14 FullHD IPS",Chuyên laptop gaming- đồ hoạ - văn phòng,Traditional Laptops
No Brand,-30%,Non-Mall,"₫4,690,000",1 Ratings,"₫6,690,000",Laptop Dell Latitude E6520 Core i5 2520 /4G/ SSD 120G/ VGA HD/Màn 15.6inch - Hàng nhập khẩu,Laptop 86,Traditional Laptops
HP,,Non-Mall,"₫12,990,000",No Ratings,,[Hàng Like New] Laptop HP Pavilion 15-CC137TX Core i5 -8250U/ Ram 8Gb/ SSD 256Gb/ Card đồ họa rời Nvidia GT940MX .,Việt Thanh OneShop,Gaming Laptops
HP,-9%,Non-Mall,"₫13,690,000",No Ratings,"₫14,990,000",HP 14-DQ2055WM I3-1115G4 4GB 256SS 14FHD W10 Silver,COMPUMAX HCM,Traditional Laptops
HP,-37%,Non-Mall,"₫7,600,000",1 Ratings,"₫12,000,000","HP EliteBook 840 G1 (i5-4300U 8G, 256G, 14IN HD)",LAPTOPGAME,Traditional Laptops
Microsoft,,Non-Mall,"₫3,788,000",No Ratings,,Laptop 2 trong 1 Surface Pro 1 màn 10 inch Full HD - i5 3317U ram 4G SSD 128G,TheLinhStore,2-in-1s
HP,-11%,Non-Mall,"₫8,500,000",No Ratings,"₫9,500,000",Laptop máy trạm chuyên Game đồ họa HP 8560w i7 2720QM 8 nhân Ram 16G SSD 120G + HDD 750G Màn hình 15.6in FHD,PHUGIAPHATCOMPUTER,Traditional Laptops
Dell,,Non-Mall,"₫12,900,000",No Ratings,,DELL XPS 13 9350 Core i7-6600u l i5-6300u l RAM 16GB l SSD 256GB l Màn 13 inch 3K Touch [BẢO HÀNH 3 - 12 THÁNG]  Mới 99%,Kho Macbook,Traditional Laptops
Dell,,Non-Mall,"₫15,890,000",No Ratings,,[Siêu Phẩm - Sang Choảnh] Laptop Dell inspiron 7580 Core i5 8365U/ Ram 16Gb/ Card đồ họa rời Nvidia MX150 mạnh mẽ .,Việt Thanh OneShop,Traditional Laptops
HP,,Mall,"₫17,590,000",No Ratings,,Laptop HP 240 G8 (518W3PA) i5-1135G7 | 4GB RAM | 512GB SSD | 14 FHD | Win 10 | Bạc,HP Authorized Store 1D,Traditional Laptops
HP,,Mall,"₫18,190,000",No Ratings,,Laptop HP 240 G8 (3D3H7PA) i5-1135G7 | 8GB RAM | 512GB SSD | 14.0 FHD | BẠC | WIN 10,HP Authorized Store 1D,Traditional Laptops
Dell,-12%,Non-Mall,"₫17,700,000",No Ratings,"₫20,000,000","(NEW 100%) Dell Inspiron 3501, Cảm Ứng, i5-1035G1, RAM 12G, SSD 256G, Intel UHD Graphics, Màn 15.6 Full HD",LaptopLC298,Traditional Laptops
Lenovo,,Non-Mall,"₫5,430,000",11 Ratings,,Laptop Lenovo Thinkpad X240 i5-4300U Màn 12 inch nhỏ gọn siêu bền,Lap top Kiên Long,Traditional Laptops
HP,-24%,Non-Mall,"₫17,511,000",No Ratings,"₫23,190,000",Laptop HP Envy X360 13-ay0067au (171n1pa) (AMD Ryzen 5 4500u) (black) - Old laptop,PHONG VU Outlet Store,Traditional Laptops
No Brand,,Non-Mall,"₫1,499,999",12 Ratings,,laptop cũ,Phụ kiện laptopDN,Traditional Laptops
Dell,,Non-Mall,"₫11,490,000",No Ratings,,[Trả góp 0%][ Siêu Khủng ] Dell Gaming 7466 Core i5 6300HQ/ Ram 16Gb/ Card đồ họa rời Nvidia GTX950M mạnh mẽ .,Việt Thanh OneShop,Gaming Laptops
HP,-28%,Non-Mall,"₫6,500,000",No Ratings,"₫8,990,000",Laptop HP Elitebook 840 G3 màn hình 14. bàn phím kế số kế toán,Rẻ Thế À.,Traditional Laptops
Dell,,Non-Mall,"₫24,000,000",No Ratings,,"Dell XPS 13 9305 (i5-1135G7, RAM 8GB, SSD 256GB, FHD)",ALO,Traditional Laptops
ASUS,,Non-Mall,"₫10,290,000",No Ratings,,"[Siêu Phẩm - Cao Cấp] Laptop Asus Zenbook UX303F Core i5 4210U/ Ram 8Gb/ SSD 512Gb/ siêu mỏng nhẹ , sang choảnh .",Việt Thanh OneShop,Traditional Laptops
Laptop HP,,Non-Mall,"₫6,880,000",No Ratings,,"Llaptop nhập nguyên chiếc từ Úc]HP Elitebook 8470P/I7/8GB/128GB 95%, máy nguyên bản bao mượt",Mtbstore,Traditional Laptops
